Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,N,P,K,Temperature,Humidity
Sunflower,2015,Rabi       ,Telangana,10637.0,12502,747.9,1679688.67,3510.21,1.076666667,105,71,74,21.0,83.94
Sunflower,2015,Rabi       ,Telangana,10637.0,12502,747.9,1679688.67,3510.21,1.076666667,112,35,68,33.49,55.58
Sweet potato,2015,Rabi       ,Telangana,87.0,1230,747.9,13738.17,28.71,13.3925,130,77,68,29.47,75.46
Tobacco,2015,Kharif     ,Telangana,1512.0,3702,747.9,238759.92,498.96,3.676666667,57,57,52,34.37,72.13
Tobacco,2015,Kharif     ,Telangana,1512.0,3702,747.9,238759.92,498.96,3.676666667,108,63,47,26.46,83.97
Tobacco,2015,Rabi       ,Telangana,4279.0,11455,747.9,675696.89,1412.07,3.42625,57,57,52,34.37,72.13
Tobacco,2015,Rabi       ,Telangana,4279.0,11455,747.9,675696.89,1412.07,3.42625,108,63,47,26.46,83.97
Turmeric,2015,Kharif     ,Telangana,42535.0,184285,747.9,6716701.85,14036.55,4.352222222,94,38,76,26.25,62.47
Urad,2015,Kharif     ,Telangana,23955.0,11111,747.9,3782734.05,7905.15,0.485,76,64,60,25.16,61.36
Urad,2015,Kharif     ,Telangana,23955.0,11111,747.9,3782734.05,7905.15,0.485,101,32,23,22.14,83.86
Urad,2015,Rabi       ,Telangana,8126.0,6400,747.9,1283176.66,2681.58,0.77,76,64,60,25.16,61.36
Urad,2015,Rabi       ,Telangana,8126.0,6400,747.9,1283176.66,2681.58,0.77,101,32,23,22.14,83.86
Wheat,2015,Rabi       ,Telangana,4952.0,16902,747.9,781970.32,1634.16,2.9475,67,78,39,25.68,58.86
other oilseeds,2015,Kharif     ,Telangana,3894.0,83261,747.9,614901.54,1285.02,21.38,140,51,54,20.22,79.84
Arhar/Tur,2015,Kharif     ,Tripura,4200.0,2885,2334.4,663222.0,1386.0,0.6925,135,55,72,27.64,57.65
Cotton(lint),2015,Kharif     ,Tripura,904.0,1365,2334.4,142750.64,298.32,1.49125,65,28,58,32.71,85.03
Cowpea(Lobia),2015,Kharif     ,Tripura,4315.0,3356,2334.4,681381.65,1423.95,0.77625,115,65,72,24.82,83.56
Gram,2015,Rabi       ,Tripura,250.0,195,2334.4,39477.5,82.5,0.78625,54,65,29,21.42,81.5
Groundnut,2015,Kharif     ,Tripura,529.0,606,2334.4,83534.39,174.57,1.14125,131,68,84,34.61,69.66
Groundnut,2015,Kharif     ,Tripura,529.0,606,2334.4,83534.39,174.57,1.14125,52,56,20,21.93,51.35
Groundnut,2015,Rabi       ,Tripura,846.0,981,2334.4,133591.86,279.18,1.145,131,68,84,34.61,69.66
Groundnut,2015,Rabi       ,Tripura,846.0,981,2334.4,133591.86,279.18,1.145,52,56,20,21.93,51.35
Jute,2015,Kharif     ,Tripura,650.0,5401,2334.4,102641.5,214.5,8.295,140,50,72,27.93,55.3
Maize,2015,Kharif     ,Tripura,7334.0,10101,2334.4,1158111.94,2420.22,1.385,130,50,65,32.14,68.26
Maize,2015,Kharif     ,Tripura,7334.0,10101,2334.4,1158111.94,2420.22,1.385,129,78,45,23.79,51.75
Maize,2015,Rabi       ,Tripura,1412.0,2076,2334.4,222968.92,465.96,1.4625,130,50,65,32.14,68.26
Maize,2015,Rabi       ,Tripura,1412.0,2076,2334.4,222968.92,465.96,1.4625,129,78,45,23.79,51.75
Masoor,2015,Rabi       ,Tripura,3177.0,2049,2334.4,501680.07,1048.41,0.65375,119,74,21,32.62,52.54
Mesta,2015,Kharif     ,Tripura,627.0,5530,2334.4,99009.57,206.91,8.7475,56,38,47,28.36,55.02
Moong(Green Gram),2015,Kharif     ,Tripura,2200.0,1111,2334.4,347402.0,726.0,0.50625,99,21,46,24.98,60.43
Moong(Green Gram),2015,Kharif     ,Tripura,2200.0,1111,2334.4,347402.0,726.0,0.50625,63,64,47,32.99,79.97
Moong(Green Gram),2015,Rabi       ,Tripura,1028.0,565,2334.4,162331.48,339.24,0.53875,99,21,46,24.98,60.43
Moong(Green Gram),2015,Rabi       ,Tripura,1028.0,565,2334.4,162331.48,339.24,0.53875,63,64,47,32.99,79.97
Other  Rabi pulses,2015,Rabi       ,Tripura,604.0,495,2334.4,95377.64,199.32,0.816,87,51,50,29.33,51.92
Other Kharif pulses,2015,Kharif     ,Tripura,17.0,17,2334.4,2684.47,5.61,1.0,128,62,66,29.23,89.35
Peas & beans (Pulses),2015,Rabi       ,Tripura,2947.0,2549,2334.4,465360.77,972.51,0.86125,96,53,26,27.56,60.95
Rapeseed &Mustard,2015,Rabi       ,Tripura,6418.0,5166,2334.4,1013466.38,2117.94,0.8,82,20,67,24.12,62.81
Rice,2015,Kharif     ,Tripura,199818.0,575826,2334.4,31553260.38,65939.94,2.895,92,40,45,24.57,59.92
Rice,2015,Kharif     ,Tripura,199818.0,575826,2334.4,31553260.38,65939.94,2.895,140,22,74,21.32,74.1
Rice,2015,Summer     ,Tripura,69975.0,219022,2334.4,11049752.25,23091.75,3.04625,92,40,45,24.57,59.92
Rice,2015,Summer     ,Tripura,69975.0,219022,2334.4,11049752.25,23091.75,3.04625,140,22,74,21.32,74.1
Sesamum,2015,Kharif     ,Tripura,3898.0,2261,2334.4,615533.18,1286.34,0.58375,78,46,26,23.66,50.78
Soyabean,2015,Kharif     ,Tripura,268.0,234,2334.4,42319.88,88.44,0.87625,106,63,76,24.17,53.74
Sugarcane,2015,Whole Year ,Tripura,793.0,40492,2334.4,125222.63,261.69,51.83875,54,26,77,20.88,53.95
Urad,2015,Kharif     ,Tripura,2300.0,1281,2334.4,363193.0,759.0,0.57125,142,52,20,21.65,76.58
Urad,2015,Kharif     ,Tripura,2300.0,1281,2334.4,363193.0,759.0,0.57125,145,28,48,24.05,63.18
Urad,2015,Rabi       ,Tripura,1289.0,960,2334.4,203545.99,425.37,0.735,142,52,20,21.65,76.58
Urad,2015,Rabi       ,Tripura,1289.0,960,2334.4,203545.99,425.37,0.735,145,28,48,24.05,63.18
Wheat,2015,Rabi       ,Tripura,182.0,407,2334.4,28739.62,60.06,2.221428571,109,49,41,30.16,67.5
Arhar/Tur,2015,Kharif     ,Uttar Pradesh,264746.0,182359,596.7,41806040.86,87366.18,0.721666667,119,37,59,22.76,88.0
Bajra,2015,Kharif     ,Uttar Pradesh,974881.0,1775698,596.7,153943458.7,321710.73,1.444126984,51,75,81,27.83,58.0
Banana,2015,Summer     ,Uttar Pradesh,4582.0,203406,596.7,723543.62,1512.06,44.39435897,119,45,33,27.62,52.81
Barley,2015,Rabi       ,Uttar Pradesh,124744.0,270200,596.7,19698325.04,41165.52,2.110140845,92,39,21,32.51,67.66
Coriander,2015,Rabi       ,Uttar Pradesh,7474.0,2575,596.7,1180219.34,2466.42,0.34559322,53,57,54,29.14,56.56
Cotton(lint),2015,Kharif     ,Uttar Pradesh,7688.0,2658,596.7,1214012.08,2537.04,0.307692308,105,60,86,33.75,55.79
Dry chillies,2015,Kharif     ,Uttar Pradesh,13547.0,10260,596.7,2139206.77,4470.51,0.76671875,142,74,41,29.42,66.41
Garlic,2015,Rabi       ,Uttar Pradesh,33599.0,193621,596.7,5305618.09,11087.67,5.782931034,108,50,37,20.38,76.79
Ginger,2015,Kharif     ,Uttar Pradesh,955.0,425,596.7,150804.05,315.15,0.411666667,138,27,65,25.72,59.71
Gram,2015,Rabi       ,Uttar Pradesh,267629.0,163409,596.7,42261295.39,88317.57,0.708461538,58,42,82,30.49,85.04
Groundnut,2015,Kharif     ,Uttar Pradesh,96912.0,65405,596.7,15303373.92,31980.96,0.785737705,52,69,55,27.13,64.5
Guar seed,2015,Kharif     ,Uttar Pradesh,1755.0,1444,596.7,277132.05,579.15,0.822888889,139,44,65,26.29,87.36
Jowar,2015,Kharif     ,Uttar Pradesh,154827.0,104769,596.7,24448731.57,51092.91,0.884310345,97,66,56,30.07,69.7
Linseed,2015,Rabi       ,Uttar Pradesh,16715.0,3194,596.7,2639465.65,5515.95,0.163870968,92,20,37,24.29,79.07
Maize,2015,Kharif     ,Uttar Pradesh,605036.0,1118656,596.7,95541234.76,199661.88,1.640133333,140,65,62,33.63,83.96
Maize,2015,Kharif     ,Uttar Pradesh,605036.0,1118656,596.7,95541234.76,199661.88,1.640133333,149,37,48,26.2,71.19
Maize,2015,Kharif     ,Uttar Pradesh,605036.0,1118656,596.7,95541234.76,199661.88,1.640133333,145,38,37,29.47,84.01
Maize,2015,Rabi       ,Uttar Pradesh,10620.0,23341,596.7,1677004.2,3504.6,2.162391304,140,65,62,33.63,83.96
Maize,2015,Rabi       ,Uttar Pradesh,10620.0,23341,596.7,1677004.2,3504.6,2.162391304,149,37,48,26.2,71.19
Maize,2015,Rabi       ,Uttar Pradesh,10620.0,23341,596.7,1677004.2,3504.6,2.162391304,145,38,37,29.47,84.01
Maize,2015,Summer     ,Uttar Pradesh,87544.0,161869,596.7,13824073.04,28889.52,1.851754386,140,65,62,33.63,83.96
Maize,2015,Summer     ,Uttar Pradesh,87544.0,161869,596.7,13824073.04,28889.52,1.851754386,149,37,48,26.2,71.19
Maize,2015,Summer     ,Uttar Pradesh,87544.0,161869,596.7,13824073.04,28889.52,1.851754386,145,38,37,29.47,84.01
Masoor,2015,Rabi       ,Uttar Pradesh,334700.0,237749,596.7,52852477.0,110451.0,0.729066667,50,70,34,34.73,65.12
Moong(Green Gram),2015,Kharif     ,Uttar Pradesh,45628.0,9894,596.7,7205117.48,15057.24,0.245,106,61,78,31.78,64.54
Moong(Green Gram),2015,Kharif     ,Uttar Pradesh,45628.0,9894,596.7,7205117.48,15057.24,0.245,102,71,47,27.97,81.76
Moong(Green Gram),2015,Summer     ,Uttar Pradesh,64569.0,40979,596.7,10196090.79,21307.77,0.617205882,106,61,78,31.78,64.54
Moong(Green Gram),2015,Summer     ,Uttar Pradesh,64569.0,40979,596.7,10196090.79,21307.77,0.617205882,102,71,47,27.97,81.76
Onion,2015,Rabi       ,Uttar Pradesh,10390.0,122238,596.7,1640684.9,3428.7,11.76805556,65,72,72,32.89,59.65
Onion,2015,Rabi       ,Uttar Pradesh,10390.0,122238,596.7,1640684.9,3428.7,11.76805556,100,25,34,28.41,78.68
Onion,2015,Summer     ,Uttar Pradesh,13796.0,187324,596.7,2178526.36,4552.68,13.14577465,65,72,72,32.89,59.65
Onion,2015,Summer     ,Uttar Pradesh,13796.0,187324,596.7,2178526.36,4552.68,13.14577465,100,25,34,28.41,78.68
Peas & beans (Pulses),2015,Rabi       ,Uttar Pradesh,286340.0,284838,596.7,45215949.4,94492.2,1.0004,124,36,62,26.62,53.08
Potato,2015,Rabi       ,Uttar Pradesh,612600.0,14112748,596.7,96735666.0,202158.0,22.6352,139,65,52,33.1,75.43
Rapeseed &Mustard,2015,Rabi       ,Uttar Pradesh,593351.0,602616,596.7,93696056.41,195805.83,0.8876,104,64,21,20.41,87.68
Rice,2015,Kharif     ,Uttar Pradesh,5837445.0,12434053,596.7,921790939.9,1926356.85,2.096133333,50,27,78,26.11,68.26
Rice,2015,Kharif     ,Uttar Pradesh,5837445.0,12434053,596.7,921790939.9,1926356.85,2.096133333,139,73,27,25.14,66.64
Rice,2015,Summer     ,Uttar Pradesh,24595.0,67107,596.7,3883796.45,8116.35,2.295,50,27,78,26.11,68.26
Rice,2015,Summer     ,Uttar Pradesh,24595.0,67107,596.7,3883796.45,8116.35,2.295,139,73,27,25.14,66.64
Sannhamp,2015,Kharif     ,Uttar Pradesh,1992.0,568,596.7,314556.72,657.36,0.280714286,77,61,52,30.71,71.62
Sesamum,2015,Kharif     ,Uttar Pradesh,545983.0,165537,596.7,86216175.53,180174.39,0.253150685,102,28,54,20.19,78.78
Small millets,2015,Kharif     ,Uttar Pradesh,8249.0,5322,596.7,1302599.59,2722.17,0.695833333,107,56,37,29.91,64.35
Small millets,2015,Kharif     ,Uttar Pradesh,8249.0,5322,596.7,1302599.59,2722.17,0.695833333,122,74,40,25.2,50.01
Small millets,2015,Summer     ,Uttar Pradesh,60.0,57,596.7,9474.6,19.8,0.9625,107,56,37,29.91,64.35
Small millets,2015,Summer     ,Uttar Pradesh,60.0,57,596.7,9474.6,19.8,0.9625,122,74,40,25.2,50.01
Soyabean,2015,Kharif     ,Uttar Pradesh,35542.0,6221,596.7,5612437.22,11728.86,0.1775,109,46,83,21.47,70.08
Sugarcane,2015,Kharif     ,Uttar Pradesh,2168888.0,145384798,596.7,342489104.1,715733.04,59.79746667,108,55,47,34.7,66.77
Sunflower,2015,Summer     ,Uttar Pradesh,2198.0,3534,596.7,347086.18,725.34,1.624473684,71,25,64,23.18,71.31
Sweet potato,2015,Kharif     ,Uttar Pradesh,14069.0,169588,596.7,2221635.79,4642.77,12.04796296,57,25,39,25.24,78.61
Tobacco,2015,Rabi       ,Uttar Pradesh,31216.0,137979,596.7,4929318.56,10301.28,4.409473684,98,64,23,23.11,61.34
Tobacco,2015,Rabi       ,Uttar Pradesh,31216.0,137979,596.7,4929318.56,10301.28,4.409473684,91,23,55,29.93,70.21
Tobacco,2015,Summer     ,Uttar Pradesh,422.0,660,596.7,66638.02,139.26,1.594166667,98,64,23,23.11,61.34
Tobacco,2015,Summer     ,Uttar Pradesh,422.0,660,596.7,66638.02,139.26,1.594166667,91,23,55,29.93,70.21
Turmeric,2015,Rabi       ,Uttar Pradesh,875.0,971,596.7,138171.25,288.75,1.08,76,41,71,31.74,60.14
Urad,2015,Kharif     ,Uttar Pradesh,570013.0,165862,596.7,90010752.83,188104.29,0.376486486,88,59,58,32.91,68.37
Urad,2015,Kharif     ,Uttar Pradesh,570013.0,165862,596.7,90010752.83,188104.29,0.376486486,132,46,31,24.66,63.78
Urad,2015,Summer     ,Uttar Pradesh,47215.0,27233,596.7,7455720.65,15580.95,0.6,88,59,58,32.91,68.37
Urad,2015,Summer     ,Uttar Pradesh,47215.0,27233,596.7,7455720.65,15580.95,0.6,132,46,31,24.66,63.78
Wheat,2015,Rabi       ,Uttar Pradesh,9644838.0,26874361,596.7,1523016369.0,3182796.54,2.768,74,56,74,27.87,64.76
Arhar/Tur,2015,Kharif     ,Uttarakhand,3334.0,2740,1247.6,526471.94,1100.22,0.750769231,87,21,67,29.95,73.17
Bajra,2015,Kharif     ,Uttarakhand,2.0,2,1247.6,315.82,0.66,1.0,134,28,28,29.44,77.58
Barley,2015,Rabi       ,Uttarakhand,18367.0,18061,1247.6,2900332.97,6061.11,1.085384615,73,30,31,30.74,50.51
Garlic,2015,Whole Year ,Uttarakhand,3564.0,21718,1247.6,562791.24,1176.12,5.617083333,73,39,88,31.55,85.07
Gram,2015,Rabi       ,Uttarakhand,646.0,540,1247.6,102009.86,213.18,0.794,109,71,76,21.46,64.57
Groundnut,2015,Kharif     ,Uttarakhand,929.0,1278,1247.6,146698.39,306.57,1.08,132,62,47,22.52,75.74
Horse-gram,2015,Kharif     ,Uttarakhand,11580.0,10292,1247.6,1828597.8,3821.4,0.893636364,99,58,36,31.01,54.9
Jowar,2015,Kharif     ,Uttarakhand,5.0,4,1247.6,789.55,1.65,0.8,115,77,41,27.15,72.86
Maize,2015,Kharif     ,Uttarakhand,22123.0,38135,1247.6,3493442.93,7300.59,1.593076923,63,33,54,26.41,77.14
Maize,2015,Kharif     ,Uttarakhand,22123.0,38135,1247.6,3493442.93,7300.59,1.593076923,102,45,78,26.83,56.3
Maize,2015,Summer     ,Uttarakhand,43.0,73,1247.6,6790.13,14.19,1.32,63,33,54,26.41,77.14
Maize,2015,Summer     ,Uttarakhand,43.0,73,1247.6,6790.13,14.19,1.32,102,45,78,26.83,56.3
Masoor,2015,Rabi       ,Uttarakhand,10043.0,7523,1247.6,1585890.13,3314.19,0.729230769,81,57,38,25.58,86.49
Moong(Green Gram),2015,Kharif     ,Uttarakhand,3.0,2,1247.6,473.73,0.99,0.75,145,49,69,28.87,80.3
Moong(Green Gram),2015,Kharif     ,Uttarakhand,3.0,2,1247.6,473.73,0.99,0.75,141,55,45,24.85,71.36
Moong(Green Gram),2015,Summer     ,Uttarakhand,15.0,9,1247.6,2368.65,4.95,0.846666667,145,49,69,28.87,80.3
Moong(Green Gram),2015,Summer     ,Uttarakhand,15.0,9,1247.6,2368.65,4.95,0.846666667,141,55,45,24.85,71.36
Moth,2015,Kharif     ,Uttarakhand,15.0,8,1247.6,2368.65,4.95,0.53,97,57,79,29.55,56.64
Moth,2015,Kharif     ,Uttarakhand,15.0,8,1247.6,2368.65,4.95,0.53,88,54,63,23.04,84.62
Moth,2015,Rabi       ,Uttarakhand,15858.0,15520,1247.6,2504136.78,5233.14,0.720769231,97,57,79,29.55,56.64
Moth,2015,Rabi       ,Uttarakhand,15858.0,15520,1247.6,2504136.78,5233.14,0.720769231,88,54,63,23.04,84.62
Onion,2015,Whole Year ,Uttarakhand,3268.0,17246,1247.6,516049.88,1078.44,5.505833333,89,74,75,31.37,52.75
Other  Rabi pulses,2015,Rabi       ,Uttarakhand,4.0,4,1247.6,631.64,1.32,1.0,91,25,62,31.72,54.61
Other Kharif pulses,2015,Kharif     ,Uttarakhand,12297.0,12055,1247.6,1941819.27,4058.01,0.969166667,126,22,42,28.68,77.93
Peas & beans (Pulses),2015,Rabi       ,Uttarakhand,4983.0,4666,1247.6,786865.53,1644.39,0.736923077,125,20,41,25.54,60.15
Potato,2015,Kharif     ,Uttarakhand,7364.0,69359,1247.6,1162849.24,2430.12,9.873333333,57,79,66,20.22,68.37
Potato,2015,Kharif     ,Uttarakhand,7364.0,69359,1247.6,1162849.24,2430.12,9.873333333,128,77,74,21.82,71.56
Potato,2015,Rabi       ,Uttarakhand,4863.0,40894,1247.6,767916.33,1604.79,9.324615385,57,79,66,20.22,68.37
Potato,2015,Rabi       ,Uttarakhand,4863.0,40894,1247.6,767916.33,1604.79,9.324615385,128,77,74,21.82,71.56
Ragi,2015,Kharif     ,Uttarakhand,105450.0,148705,1247.6,16651609.5,34798.5,1.501818182,75,72,30,21.2,68.33
Rapeseed &Mustard,2015,Rabi       ,Uttarakhand,12275.0,11611,1247.6,1938345.25,4050.75,0.71,61,77,74,20.15,53.36
Rice,2015,Kharif     ,Uttarakhand,252163.0,591755,1247.6,39819059.33,83213.79,1.795384615,92,37,45,30.83,79.5
Rice,2015,Kharif     ,Uttarakhand,252163.0,591755,1247.6,39819059.33,83213.79,1.795384615,100,42,20,34.34,59.6
Rice,2015,Summer     ,Uttarakhand,13043.0,50137,1247.6,2059620.13,4304.19,3.81,92,37,45,30.83,79.5
Rice,2015,Summer     ,Uttarakhand,13043.0,50137,1247.6,2059620.13,4304.19,3.81,100,42,20,34.34,59.6
Sesamum,2015,Kharif     ,Uttarakhand,1700.0,464,1247.6,268447.0,561.0,0.235833333,140,51,81,20.17,79.54
Small millets,2015,Kharif     ,Uttarakhand,56570.0,72632,1247.6,8932968.7,18668.1,1.283636364,131,48,40,21.69,84.61
Soyabean,2015,Kharif     ,Uttarakhand,11940.0,15950,1247.6,1885445.4,3940.2,0.994615385,149,42,27,32.91,71.45
Sugarcane,2015,Whole Year ,Uttarakhand,95538.0,5656014,1247.6,15086405.58,31527.54,63.5,112,55,39,30.33,78.26
Sunflower,2015,Kharif     ,Uttarakhand,102.0,97,1247.6,16106.82,33.66,0.96,98,25,64,26.07,51.48
Turmeric,2015,Whole Year ,Uttarakhand,980.0,1738,1247.6,154751.8,323.4,1.766666667,76,36,84,34.89,51.47
Urad,2015,Kharif     ,Uttarakhand,11940.0,7876,1247.6,1885445.4,3940.2,0.832307692,58,37,79,28.6,57.89
Urad,2015,Kharif     ,Uttarakhand,11940.0,7876,1247.6,1885445.4,3940.2,0.832307692,88,50,86,30.04,64.34
Urad,2015,Summer     ,Uttarakhand,59.0,26,1247.6,9316.69,19.47,0.465,58,37,79,28.6,57.89
Urad,2015,Summer     ,Uttarakhand,59.0,26,1247.6,9316.69,19.47,0.465,88,50,86,30.04,64.34
Wheat,2015,Rabi       ,Uttarakhand,342650.0,790370,1247.6,54107861.5,113074.5,1.675384615,114,25,75,29.8,57.31
other oilseeds,2015,Kharif     ,Uttarakhand,30.0,19,1247.6,4737.3,9.9,0.723333333,120,53,50,23.34,75.4
other oilseeds,2015,Kharif     ,Uttarakhand,30.0,19,1247.6,4737.3,9.9,0.723333333,139,63,41,27.32,61.08
other oilseeds,2015,Rabi       ,Uttarakhand,627.0,315,1247.6,99009.57,206.91,0.568,120,53,50,23.34,75.4
other oilseeds,2015,Rabi       ,Uttarakhand,627.0,315,1247.6,99009.57,206.91,0.568,139,63,41,27.32,61.08
Arhar/Tur,2015,Rabi       ,Jharkhand,26938.0,31910,1085.6,4253779.58,8889.54,1.520909091,120,63,81,23.25,83.83
Gram,2015,Rabi       ,Jharkhand,36163.0,30442,1085.6,5710499.33,11933.79,0.88,56,46,75,27.64,72.42
Maize,2015,Autumn     ,Jharkhand,118741.0,115121,1085.6,18750391.31,39184.53,1.133333333,121,55,27,20.46,65.12
Masoor,2015,Rabi       ,Jharkhand,8785.0,6304,1085.6,1387239.35,2899.05,0.697647059,129,67,81,25.73,85.72
Onion,2015,Rabi       ,Jharkhand,3129.0,19999,1085.6,494100.39,1032.57,8.018181818,116,71,43,25.58,83.13
Peas & beans (Pulses),2015,Rabi       ,Jharkhand,6334.0,5689,1085.6,1000201.94,2090.22,0.878823529,59,61,41,24.37,82.8
Potato,2015,Rabi       ,Jharkhand,16418.0,100932,1085.6,2592566.38,5417.94,6.687391304,120,44,34,21.19,79.13
Potato,2015,Rabi       ,Jharkhand,16418.0,100932,1085.6,2592566.38,5417.94,6.687391304,134,29,47,31.56,74.57
Potato,2015,Winter     ,Jharkhand,22294.0,154432,1085.6,3520445.54,7357.02,7.95,120,44,34,21.19,79.13
Potato,2015,Winter     ,Jharkhand,22294.0,154432,1085.6,3520445.54,7357.02,7.95,134,29,47,31.56,74.57
Ragi,2015,Autumn     ,Jharkhand,20816.0,18672,1085.6,3287054.56,6869.28,0.783529412,102,58,41,26.31,64.67
Rapeseed &Mustard,2015,Rabi       ,Jharkhand,37130.0,31636,1085.6,5863198.3,12252.9,0.920454545,144,65,50,32.21,66.9
Rice,2015,Autumn     ,Jharkhand,145866.0,88110,1085.6,23033700.06,48135.78,0.606956522,136,58,81,32.54,75.88
Rice,2015,Autumn     ,Jharkhand,145866.0,88110,1085.6,23033700.06,48135.78,0.606956522,106,31,88,23.2,56.91
Rice,2015,Winter     ,Jharkhand,1016623.0,674135,1085.6,160534937.9,335485.59,0.6625,136,58,81,32.54,75.88
Rice,2015,Winter     ,Jharkhand,1016623.0,674135,1085.6,160534937.9,335485.59,0.6625,106,31,88,23.2,56.91
Urad,2015,Autumn     ,Jharkhand,43173.0,22469,1085.6,6817448.43,14247.09,1.472352941,140,30,58,26.32,83.11
Wheat,2015,Rabi       ,Jharkhand,71027.0,113701,1085.6,11215873.57,23438.91,1.456666667,135,68,59,30.81,87.55
Arhar/Tur,2015,Rabi       ,West Bengal,2837.0,2480,1717.0,447990.67,936.21,0.842727273,76,62,88,27.49,53.92
Bajra,2015,Kharif     ,West Bengal,166.0,49,1717.0,26213.06,54.78,0.32,103,72,74,32.83,50.9
Barley,2015,Rabi       ,West Bengal,2500.0,3525,1717.0,394775.0,825.0,1.408571429,53,22,83,28.57,55.71
Castor seed,2015,Kharif     ,West Bengal,56.0,34,1717.0,8842.96,18.48,0.61,137,70,27,29.44,80.4
Coconut ,2015,Whole Year ,West Bengal,29513.0,373647500,1717.0,4660397.83,9739.29,12593.58421,72,41,63,31.81,54.31
Cotton(lint),2015,Kharif     ,West Bengal,451.0,1326,1717.0,71217.41,148.83,2.94,97,23,57,21.83,64.89
Gram,2015,Rabi       ,West Bengal,30792.0,24564,1717.0,4862364.72,10161.36,0.9,132,27,40,28.76,52.52
Groundnut,2015,Autumn     ,West Bengal,2107.0,1900,1717.0,332716.37,695.31,0.984444444,91,33,23,21.28,67.3
Groundnut,2015,Autumn     ,West Bengal,2107.0,1900,1717.0,332716.37,695.31,0.984444444,52,39,51,23.91,74.15
Groundnut,2015,Autumn     ,West Bengal,2107.0,1900,1717.0,332716.37,695.31,0.984444444,140,43,74,23.19,75.14
Groundnut,2015,Rabi       ,West Bengal,13472.0,24593,1717.0,2127363.52,4445.76,1.759285714,91,33,23,21.28,67.3
Groundnut,2015,Rabi       ,West Bengal,13472.0,24593,1717.0,2127363.52,4445.76,1.759285714,52,39,51,23.91,74.15
Groundnut,2015,Rabi       ,West Bengal,13472.0,24593,1717.0,2127363.52,4445.76,1.759285714,140,43,74,23.19,75.14
Groundnut,2015,Summer     ,West Bengal,62098.0,145068,1717.0,9805895.18,20492.34,2.0,91,33,23,21.28,67.3
Groundnut,2015,Summer     ,West Bengal,62098.0,145068,1717.0,9805895.18,20492.34,2.0,52,39,51,23.91,74.15
Groundnut,2015,Summer     ,West Bengal,62098.0,145068,1717.0,9805895.18,20492.34,2.0,140,43,74,23.19,75.14
Horse-gram,2015,Rabi       ,West Bengal,2081.0,1081,1717.0,328610.71,686.73,0.662727273,52,33,79,28.51,70.76
Jowar,2015,Autumn     ,West Bengal,25.0,9,1717.0,3947.75,8.25,0.36,77,47,78,32.66,87.52
Jute,2015,Kharif     ,West Bengal,544701.0,7667066,1717.0,86013734.91,179751.33,15.37588235,112,35,86,21.99,71.25
Khesari,2015,Rabi       ,West Bengal,65422.0,58625,1717.0,10330788.02,21589.26,0.894375,130,51,24,31.53,84.37
Linseed,2015,Rabi       ,West Bengal,6191.0,2275,1717.0,977620.81,2043.03,0.350714286,80,66,56,22.15,89.72
Maize,2015,Autumn     ,West Bengal,45635.0,122780,1717.0,7206222.85,15059.55,2.642307692,59,31,46,22.85,59.19
Maize,2015,Autumn     ,West Bengal,45635.0,122780,1717.0,7206222.85,15059.55,2.642307692,98,35,32,33.75,60.62
Maize,2015,Autumn     ,West Bengal,45635.0,122780,1717.0,7206222.85,15059.55,2.642307692,135,71,25,20.15,70.87
Maize,2015,Rabi       ,West Bengal,52130.0,284572,1717.0,8231848.3,17202.9,3.6,59,31,46,22.85,59.19
Maize,2015,Rabi       ,West Bengal,52130.0,284572,1717.0,8231848.3,17202.9,3.6,98,35,32,33.75,60.62
Maize,2015,Rabi       ,West Bengal,52130.0,284572,1717.0,8231848.3,17202.9,3.6,135,71,25,20.15,70.87
Maize,2015,Summer     ,West Bengal,55352.0,255082,1717.0,8740634.32,18266.16,3.279444444,59,31,46,22.85,59.19
Maize,2015,Summer     ,West Bengal,55352.0,255082,1717.0,8740634.32,18266.16,3.279444444,98,35,32,33.75,60.62
Maize,2015,Summer     ,West Bengal,55352.0,255082,1717.0,8740634.32,18266.16,3.279444444,135,71,25,20.15,70.87
Masoor,2015,Rabi       ,West Bengal,95466.0,63536,1717.0,15075036.06,31503.78,0.684444444,143,38,84,22.96,57.3
Mesta,2015,Kharif     ,West Bengal,9379.0,109716,1717.0,1481037.89,3095.07,9.565,70,24,49,23.23,72.57
Moong(Green Gram),2015,Kharif     ,West Bengal,1192.0,1029,1717.0,188228.72,393.36,0.762727273,149,31,71,24.23,77.38
Moong(Green Gram),2015,Kharif     ,West Bengal,1192.0,1029,1717.0,188228.72,393.36,0.762727273,102,48,60,25.45,52.42
Moong(Green Gram),2015,Kharif     ,West Bengal,1192.0,1029,1717.0,188228.72,393.36,0.762727273,136,24,34,21.55,77.26
